title,type,portal_title,parent_and_id_1,parent_and_id_2,parent_and_id_3,parent_and_id_4,url,begin,rs,associated_rs,wikidata,hosting,technology,api,api_list_children,dcat_ap_de,last_check
Rheinland-Pfalz,state,Rheinland-Pfalz,http://dcat-ap.de/def/contributors/openGovernmentDataPortalRheinlandPfalz,,,,http://daten.rlp.de/,,07,,Q1200,Landesbetrieb Daten und Information,CKAN,https://daten.rlp.de/api/3/action/package_list,https://daten.rlp.de/api/3/action/organization_list,https://daten.rlp.de/catalog.xml,2023-02-06
Rheurdt,municipality,Gemeinde Rheurdt,geoportal.de|GemeindeRheurdt,,,,,,051540048048,,Q243206,,,,,,2023-09-09
Riechheimer Berg,collectiveMunicipality,Verwaltungsgemeinschaft Riechheimer Berg,geoportal.de|VerwaltungsgemeinschaftRiechheimerBerg,,,,,,160705009,,Q896050,,,,,,2023-09-19
Robert Koch-Institut,federalAgency,Robert Koch-Institut,http://dcat-ap.de/def/contributors/robertKochInstitut,opendata.rhein-kreis-neuss.de|RobertKochInstitutRKI,opendata.rhein-kreis-neuss.de|RobertKochInstitut,,,,,,Q679041,,,,,,2023-09-30
Rodalben,collectiveMunicipality,Verbandsgemeinde Rodalben,daten.rlp.de|verbandsgemeinde_rodalben,,,,,,073405004,,Q451664,,,,,,2023-07-18
Rodenbach,municipality,Ortsgemeinde Rodenbach,daten.rlp.de|ortsgemeinde_rodenbach,,,,,,073355009040,,Q567476,,,,,,2023-07-19
Roetgen,municipality,Roetgen,offenedaten.aachen.de|gemeinde-roetgen,,,,https://offenedaten.aachen.de/organization/gemeinde-roetgen,,053340024024,,Q200743,,,,,,2023-02-05
Rosenthal am Rennsteig,municipality,Gemeinde Rosenthal am Rennsteig,geoportal.de|GemeindeRosenthalamRennsteig,,,,,,160750136136,,Q59775093,,,,,,2023-09-09
Rositz,collectiveMunicipality,Verwaltungsgemeinschaft Rositz,geoportal.de|VerwaltungsgemeinschaftRositz,,,,,,160775005,,Q33769,,,,,,2023-09-19
Rostock,municipality,OpenData.HRO,http://dcat-ap.de/def/contributors/openDataHRO,,,,http://www.opendata-hro.de/,,130030000000,,Q2861,,CKAN,https://www.opendata-hro.de/api/3/action/package_list,https://www.opendata-hro.de/api/3/action/organization_list,https://www.opendata-hro.de/catalog.xml,2019-08-04
Roßdorf,municipality,Gemeinde Roßdorf,geoportal.de|GemeindeRodorf,,,,,,064320020020,,Q627771,,,,,,2023-09-09
Roßleben-Wiehe,municipality,Stadt Roßleben-Wiehe,geoportal.de|StadtRolebenWiehe,,,,,,160650087087,,Q59773282,,,,,,2023-08-11
Römhild,municipality,Stadt Römhild,geoportal.de|StadtRmhild,,,,,,160690062062,,Q535758,,,,,,2023-08-13
Rüsselsheim am Main,municipality,Stadt Rüsselsheim am Main,geoportal.de|StadtRsselsheimamMain,,,,,,064330012012,,Q4031,,,,,,2023-08-13
Saale-Holzland-Kreis,district,Landratsamt Saale-Holzland-Kreis,geoportal.de|LandratsamtSaaleHolzlandKreis,,,,,,16074,,Q7884,,,,,,2023-07-26
Saale-Orla-Kreis,district,Landratsamt Saale-Orla-Kreis,geoportal.de|LandratsamtSaaleOrlaKreis,geoportal.de|LandkreisSaaleOrlaKreis,,,,,16075,,Q7883,,,,,,2023-07-27
Saalfeld-Rudolstadt,district,Landkreis Saalfeld-Rudolstadt,geoportal.de|LandkreisSaalfeldRudolstadt,,,,,,16073,,Q7882,,,,,,2023-07-28
Saalfeld/Saale,municipality,Stadt Saalfeld/Saale,geoportal.de|StadtSaalfeldSaale,geoportal.de|StadtverwaltungSaalfeldSaale,,,,,160730077077,,Q155984,,,,,,2023-09-09
Sachsen,state,Sachsen,http://dcat-ap.de/def/contributors/freistaatSachsen,,,,http://www.opendata.sachsen.de/,,14,,Q1202,,Website,,https://www.opendata.sachsen.de,,2023-02-06
Sachsen-Anhalt,state,Land Sachsen-Anhalt,http://dcat-ap.de/def/contributors/landSachsenAnhalt,,,,,,15,,Q1206,,,,,,2023-05-21
Sankt Goar-Oberwesel,collectiveMunicipality,Verbandsgemeinde Sankt Goar-Oberwesel,daten.rlp.de|verbandsgemeinde_sankt_goar___oberwesel,,,,https://daten.rlp.de/organization/verbandsgemeinde_sankt_goar___oberwesel,,071405006,,Q560230,,,,,,2023-05-30
Schalkau,municipality,Stadt Schalkau,geoportal.de|StadtSchalkau,geoportal.de|StadtverwaltungSchalkau,,,,,160720015015,,Q535603,,,,,,2023-09-09
Scharbeutz,municipality,Gemeindeverwaltung Scharbeutz,geoportal.de|GemeindeverwaltungScharbeutz,mcloud.de|TransparenzportalHamburgGemeindeverwaltungScharbeutz,,,,,010550044044,,Q541628,,,,,,2023-09-19
Schlei-Ostsee,collectiveMunicipality,Amt Schlei-Ostsee,geoportal.de|AmtSchleiOstsee,opendata.schleswig-holstein.de|amt-schlei-ostsee,,,,,010585893,,Q479907,,,,,,2023-09-09
Schleiz,municipality,Stadt Schleiz,geoportal.de|StadtSchleiz,,,,,,160750098098,,Q506738,,,,,,2023-08-13
Schleswig-Flensburg,district,Kreis Schleswig-Flensburg,opendata.schleswig-holstein.de|kreis-schleswig-flensburg,geoportal.de|KreisSchleswigFlensburg,,,,,01059,,Q2941,,,,,,2023-07-28
Schleswig-Holstein,state,Schleswig-Holstein,http://dcat-ap.de/def/contributors/schleswigHolstein,,,,https://opendata.schleswig-holstein.de/,,01,,Q1194,Dataport,CKAN,https://opendata.schleswig-holstein.de/api/3/action/package_list,https://opendata.schleswig-holstein.de/api/3/action/organization_list,https://opendata.schleswig-holstein.de/catalog.xml,2023-02-05
Schleswig-Holstein Netz,other,Schleswig-Holstein Netz AG,opendata.schleswig-holstein.de|sh-netz,,,,,,,,Q2239261,,,,,,2023-07-17
Schleswig-Holsteinische Landesbibliothek,stateAgency,Schleswig-Holsteinische Landesbibliothek,opendata.schleswig-holstein.de|shlb,mcloud.de|OpenDataSchleswigHolsteinSchleswigHolsteinischeLandesbibliothek,,,,,,01,Q2239285,,,,,,2023-08-15
Schleusegrund,municipality,Gemeinde Schleusegrund,geoportal.de|GemeindeSchleusegrund,,,,,,160690042042,,Q559816,,,,,,2023-08-11
Schleusingen,municipality,Stadt Schleusingen,geoportal.de|StadtSchleusingen,,,,,,160690043043,,Q504914,,,,,,2023-08-13
Schmalkalden,municipality,Stadt Schmalkalden,geoportal.de|StadtSchmalkalden,,,,,,160660063063,,Q489147,,,,,,2023-08-13
Schmalkalden-Meiningen,district,Landratsamt Schmalkalden - Meiningen,geoportal.de|LandratsamtSchmalkaldenMeiningen,,,,,,16066,,Q7871,,,,,,2023-07-27
Schwalmtal,municipality,Gemeinde Schwalmtal,www.offenesdatenportal.de|gemeinde-schwalmtal,,,,https://www.offenesdatenportal.de/organization/gemeinde-schwalmtal,,051660024024,,Q163917,,,,,,2023-05-30
Schwarzatal,collectiveMunicipality,Verwaltungsgemeinschaft Schwarzatal,geoportal.de|VerwaltungsgemeinschaftSchwarzatal,,,,,,160735012,,Q59775087,,,,,,2023-09-19
Schwedelbach,municipality,Ortsgemeinde Schwedelbach,daten.rlp.de|ortsgemeinde_schwedelbach,,,,https://daten.rlp.de/organization/ortsgemeinde_schwedelbach,,073355009043,,Q651998,,,,,,2023-05-30
Schwentinental,municipality,Stadt Schwentinental,geoportal.de|StadtSchwentinental,opendata.schleswig-holstein.de|schwentinental,,,,,010570091091,,Q640402,,,,,,2023-09-09
Schwerin,municipality,Landeshauptstadt Schwerin,geoportal.de|LandeshauptstadtSchwerin,,,,,,130040000000,,Q1709,,,,,,2023-08-17
Seenplatte,collectiveMunicipality,Verwaltungsgemeinschaft Seenplatte,geoportal.de|VerwaltungsgemeinschaftSeenplatte,,,,,,160755004,,Q879523,,,,,,2023-09-19
Selters (Westerwald),collectiveMunicipality,Verbandsgemeinde Selters,daten.rlp.de|verbandsgemeinde_selters,,,,https://daten.rlp.de/organization/verbandsgemeinde_selters,,071435007,,Q519525,,,,,,2023-05-30
Senatsverwaltung für Mobilität， Verkehr， Klimaschutz und Umwelt,municipalityAgency,Senatsverwaltung für Mobilität， Verkehr， Klimaschutz und Umwelt Berlin,geoportal.de|SenatsverwaltungfrMobilittVerkehrKlimaschutzundUmwelt,geoportal.de|SenatsverwaltungfrMobilittVerkehrKlimaschutzundUmweltBerlin,,,,,,110000000000,,,,,,,2023-07-24
Senatsverwaltung für Stadtentwicklung， Bauen und Wohnen,municipalityAgency,Senatsverwaltung für Stadtentwicklung， Bauen und Wohnen Berlin,geoportal.de|SenatsverwaltungfrStadtentwicklungBauenundWohnenBerlin,datenregister.berlin.de|senatsverwaltung-fur-stadtentwicklung-bauen-und-wohnen,,,,,,110000000000,,,,,,,2023-07-24
Senatsverwaltung für Wissenschaft， Gesundheit und Pflege,municipalityAgency,Senatsverwaltung für Wissenschaft， Gesundheit und Pflege,datenregister.berlin.de|senatsverwaltung-fur-gesundheit-und-soziales,,,,,,,110000000000,,,,,,,2023-07-24
Siegburg,municipality,Siegburg,offenedaten.kdvz-frechen.de|siegburg,offenedaten.kdvz.nrw|siegburg,,,http://offenedaten.kdvz-frechen.de/group/siegburg,,053820060060,,Q14870,Stadt Köln,DKAN,,,,2023-08-27
Simmerath,municipality,Simmerath,offenedaten.aachen.de|gemeinde-simmerath,,,,https://offenedaten.aachen.de/organization/gemeinde-simmerath,,053340028028,,Q200836,,,,,,2023-02-05
Simmern-Rheinböllen,collectiveMunicipality,Verbandsgemeide Simmern,daten.rlp.de|verbandsgemeinde_simmern,,,,https://daten.rlp.de/organization/verbandsgemeinde_simmern,,071405008,,Q54867486,,,,,,2023-05-30
Soest,district,Kreis Soest,geoportal.de|KreisSoest,,,,https://www.kreis-soest.de/gis/start/opendata/opendata.php,,05974,,Q5965,,Website,,,,2023-07-15
Soest,municipality,Stadt Soest,geoportal.de|StadtSoest,,,,,,059740040040,,Q6149,,,,,,2023-08-13
Sollstedt,municipality,Gemeinde Sollstedt,geoportal.de|GemeindeSollstedt,,,,,,160620049049,,Q559775,,,,,,2023-09-09
Sondershausen,municipality,Stadt Sondershausen,geoportal.de|StadtSondershausen,,,,,,160650067067,,Q517407,,,,,,2023-08-13
Sonneberg,district,Landkreis Sonneberg,geoportal.de|LandkreisSonneberg,,,,,,16072,,Q7875,,,,,,2023-07-28
Sonneberg,municipality,Stadt Sonneberg,geoportal.de|StadtSonneberg,,,,,,160720018018,,Q499278,,,,,,2023-08-13
Sonnenstein,municipality,Gemeinde Sonnenstein,geoportal.de|GemeindeSonnenstein,,,,,,160610117117,,Q558776,,,,,,2023-09-09
Staatskanzlei des Landes Schleswig Holstein,stateAgency,Staatskanzlei,opendata.schleswig-holstein.de|staatskanzlei,,,,,,,01,Q20128113,,,,,,2023-07-17
Stadtilm,municipality,Stadt Stadtilm,geoportal.de|StadtStadtilm,,,,,,160700048048,,Q552637,,,,,,2023-08-13
Stadtroda,collectiveMunicipality,Stadt Stadtroda und der beauftragenden Gemeinden,geoportal.de|StadtStadtrodaundderbeauftragendenGemeinden,,,,,,160745050,,Q520088,,,,,,2023-08-14
Stadtverwaltung Chemnitz,municipalityAgency,Stadtverwaltung Chemnitz,geoportal.de|StadtverwaltungChemnitz,,,,,,,145110000000,,,,,,,2023-05-21
Stadtverwaltung Goch,municipalityAgency,Stadtverwaltung Goch,geoportal.de|StadtverwaltungGoch,,,,,,,051540016016,,,,,,,2023-05-23
Stadtverwaltung Nottertal-Heilinger Höhen,municipalityAgency,Stadtverwaltung Nottertal-Heilinger Höhen,geoportal.de|StadtverwaltungNottertalHeilingerHhen,,,,,,,160645055,,,,,,,2023-08-14
Stadtwerke Osnabrück,municipalityAgency,SWO Netz GmbH,http://dcat-ap.de/def/contributors/SWONetzGmbH,,,,,,,034040000000,Q1114682,,,,,,2023-07-24
Statistische Ämter des Bundes und der Länder,federalCooperation,GovData: Statistische Ämter des Bundes und der Länder,mcloud.de|GovDataStatistischemterdesBundesundderLnder,opendata.schleswig-holstein.de|statistische-amter-des-bundes-und-der-lander,geoportal.de|StatistischemterdesBundesundderLnderStatistikportal,mcloud.de|OpenDataSchleswigHolsteinStatistischemterdesBundesundderLnder,,,,,,,,,,,2023-08-17
Statistisches Amt für Hamburg und Schleswig-Holstein,stateAgency,Statistikamt Nord,opendata.schleswig-holstein.de|statistikamt-nord,mcloud.de|OpenDataSchleswigHolsteinStatistischesAmtfrHamburgundSchleswigHolsteinARStatistikamtNord,geoportal.de|StatistischesAmtfrHamburgundSchleswigHolstein,,https://www.statistik-nord.de/,,,01,Q15130249,,,,,,2023-08-11
Statistisches Bundesamt,federalAgency,Statistisches Bundesamt,http://dcat-ap.de/def/contributors/destatis,mcloud.de|GovDataStatistischesBundesamt,geoportal.de|StatistischesBundesamtDestatis,,https://www.destatis.de/DE/Service/OpenData/_inhalt.html,,,,Q764739,,Website,,,,2023-06-21
Statistisches Bundesamt， Servicestelle Gleichwertige Lebensverhältnisse， Deutschlandatlas,federalAgency,Statistisches Bundesamt， Servicestelle Gleichwertige Lebensverhältnisse， Deutschlandatlas,geoportal.de|StatistischesBundesamtServicestelleGleichwertigeLebensverhltnisseDeutschlandatlas,,,,,,,,,,,,,,2023-08-17
Statistisches Landesamt,stateAgency,Landesdatenbank NRW,open.nrw|landesdatenbank_nrw,,,,,,,05,,,,,,,2023-05-14
Statistisches Landesamt Bremen,stateAgency,Statistisches Landesamt Bremen,geoportal.de|StatistischesLandesamtBremen,,,,,,,04,Q15130251,,,,,,2023-08-15
Statistisches Landesamt Rheinland-Pfalz,stateAgency,Statistisches Landesamt Rheinland-Pfalz,daten.rlp.de|stala___rlp,,,,,,,07,Q2333954,,,,,,2023-05-14
Steinbach-Hallenberg,municipality,Stadt Steinbach-Hallenberg,geoportal.de|StadtSteinbachHallenberg,,,,,,160660069069,,Q551984,,,,,,2023-08-13
Stockelsdorf,municipality,Gemeinde Stockelsdorf,opendata.schleswig-holstein.de|stockelsdorf,geoportal.de|GemeindeStockelsdorf,,,,,010550040040,,Q551818,,,,,,2023-09-09
Stolberg,municipality,Kupferstadt Stolberg,offenedaten.aachen.de|stadt-stolberg,,,,,,053340032032,,Q4068,,,,,,2023-05-30
Stormarn,district,Kreis Stormarn,opendata.schleswig-holstein.de|kreis-stormarn,geoportal.de|KreisStormarn,,,,,01062,,Q3003,,,,,,2023-07-28
Straelen,municipality,Stadt Straelen,geoportal.de|StadtStraelen,,,,,,051540052052,,Q8856,,,,,,2023-08-13
Straußfurt,collectiveMunicipality,Verwaltungsgemeinschaft Straußfurt,geoportal.de|VerwaltungsgemeinschaftStraufurt,,,,,,160685009,,Q240588,,,,,,2023-09-19
Städteregion Aachen,regionalNetwork,Städteregion Aachen,offenedaten.aachen.de|stadteregion-aachen,,,,https://www.staedteregion-aachen.de,,,,Q6272,,,,,,2023-02-05
Suhl,municipality,Stadt Suhl,geoportal.de|StadtSuhl,,,,,,160540000000,,Q14891,,,,,,2023-08-13
Sächsische Schweiz-Osterzgebirge,district,Landratsamt Sächsische Schweiz-Osterzgebirge,geoportal.de|LandratsamtSchsischeSchweizOsterzgebirge,,,,,,14628,,Q6323,,,,,,2023-07-28
Sömmerda,district,Landkreis Sömmerda,geoportal.de|LandkreisSmmerda,,,,,,16068,,Q7865,,,,,,2023-07-28
Sömmerda,municipality,Stadt Sömmerda,geoportal.de|StadtSmmerda,,,,,,160680051051,,Q530794,,,,,,2023-08-13
Südeifel,collectiveMunicipality,Verbandsgemeinde Südeifel,daten.rlp.de|verbandsgemeinde_suedeifel,,,,,,072325005,,Q15852582,,,,,,2023-07-18
Südliches Saaletal,collectiveMunicipality,Verwaltungsgemeinschaft Südliches Saaletal,geoportal.de|VerwaltungsgemeinschaftSdlichesSaaletal,,,,,,160745011,,Q314928,,,,,,2023-09-19
Südlohn,municipality,Gemeinde Südlohn,geoportal.de|GemeindeSdlohn,,,,,,055540060060,,Q200177,,,,,,2023-06-19
Tambach-Dietharz,municipality,Stadt Tambach-Dietharz,geoportal.de|StadtTambachDietharz,,,,,,160670065065,,Q530007,,,,,,2023-08-13
Technisches Hilfswerk， Landesverband Sachsen und Thüringen,federalAgency,Bundesanstalt Technisches Hilfswerk， Landesverband Sachsen und Thüringen,geoportal.de|BundesanstaltTechnischesHilfswerkLandesverbandSachsenundThringen,,,,,,,,,,,,,,2023-08-17
Thalfang am Erbeskopf,collectiveMunicipality,Verbandsgemeinde Thalfang am Erbeskopf,daten.rlp.de|verbandsgemeinde_thalfang_am_erbeskopf,,,,https://daten.rlp.de/organization/verbandsgemeinde_thalfang_am_erbeskopf,,072315006,,Q559872,,,,,,2023-06-19
Thüringer Landesamt für Bodenmanagement und Geoinformation,stateAgency,Thüringer Landesamt für Bodenmanagement und Geoinformation,geoportal.de|ThringerLandesamtfrBodenmanagementundGeoinformation,mcloud.de|GovDataThringerLandesamtfrBodenmanagementundGeoinformation,,,,,,16,,,,,,,2023-07-24
Titz,municipality,Titz,offenedaten.kdvz-frechen.de|titz,offenedaten.kdvz.nrw|titz,,,http://offenedaten.kdvz-frechen.de/group/titz,2016-11-08,053580056056,,Q200076,Stadt Köln,DKAN,,,,2023-08-27
Tornesch,municipality,Stadt Tornesch,geoportal.de|StadtTornesch,,,,,,010560048048,,Q504812,,,,,,2023-08-13
Traben-Trarbach,collectiveMunicipality,Traben-Trabach,daten.rlp.de|verbandsgemeinde_traben_trabach,,,,https://daten.rlp.de/organization/verbandsgemeinde_traben_trabach,,072315009,,Q15734385,,,,,,2023-06-19
Trier,municipality,Stadt Trier,daten.rlp.de|stadt_trier,mcloud.de|GovDataStadtTrier,mcloud.de|OpenDataRheinlandPfalzStadtTrier,,https://daten.rlp.de/organization/stadt_trier,,072110000000,,Q3138,,,,,,2023-08-11
Triptis,collectiveMunicipality,Verwaltungsgemeinschaft Triptis,geoportal.de|VerwaltungsgemeinschaftTriptis,,,,,,160755011,,Q316696,,,,,,2023-09-19
Troisdorf,municipality,Stadt Troisdorf,geoportal.de|StadtTroisdorf,,,,,,053820068068,,Q3900,,,,,,2023-06-19
Tönisvorst,municipality,Stadt Tönisvorst,www.offenesdatenportal.de|stadt-tonisvorst,,,,,,051660028028,,Q163570,,,,,,2023-08-13
Uder,collectiveMunicipality,VG Uder,geoportal.de|VGUder,,,,,,160615012,,Q454522,,,,,,2023-06-19
Uedem,municipality,Gemeinde Uedem,geoportal.de|GemeindeUedem,,,,,,051540056056,,Q243177,,,,,,2023-09-09
Umweltbundesamt,federalAgency,Umweltbundesamt (UBA),geoportal.de|UmweltbundesamtUBA,mcloud.de|GovDataUmweltbundesamt,,,,,,,Q2491722,,,,,,2023-06-21
Unna,district,Kreis Unna,opendata.ruhr|kreis-unna,,,,https://opendata.ruhr/organization/kreis-unna,,05978,,Q6163,,,,,,2023-07-15
Unstrut-Hainich,collectiveMunicipality,Landgemeinde Unstrut-Hainich und der beauftragenden Gemeinden,geoportal.de|LandgemeindeUnstrutHainichundderbeauftragendenGemeinden,,,,,,160645054,,Q59775094,,,,,,2023-08-14
Unstrut-Hainich-Kreis,district,Landratsamt Unstrut-Hainich-Kreis,geoportal.de|LandratsamtUnstrutHainichKreis,,,,,,16064,,Q7864,,,,,,2023-07-26
Unstruttal,municipality,Gemeinde Unstruttal,geoportal.de|GemeindeUnstruttal,,,,,,160640071071,,Q603658,,,,,,2023-09-09
Unterwellenborn,municipality,Gemeinde Unterwellenborn,geoportal.de|GemeindeUnterwellenborn,,,,,,160730111111,,Q551957,,,,,,2023-09-09
Veilsdorf,municipality,Gemeinde Veilsdorf,geoportal.de|GemeindeVeilsdorf,,,,,,160690053053,,Q631479,,,,,,2023-09-09
Veldenz,municipality,Ortsgemeinde Veldenz,daten.rlp.de|ortsgemeinde_veldenz,,,,,,072315001126,,Q569812,,,,,,2023-07-19
Verein für Computergenealogie,other,CompGen - Verein für Computergenealogie,opendata.schleswig-holstein.de|compgen,mcloud.de|OpenDataSchleswigHolsteinCompGenVereinfrComputergenealogie,,,,,,,Q2514762,,,,,,2023-07-17
Vettweiß,municipality,Vettweiß,offenedaten.kdvz-frechen.de|vettweiß,offenedaten.kdvz.nrw|vettweiß,,,http://offenedaten.kdvz-frechen.de/group/vettwei%C3%9F,2016-11-08,053580060060,,Q200087,Stadt Köln,DKAN,,,,2023-08-27
Viersen,municipality,Stadt Viersen,www.offenesdatenportal.de|stadt-viersen,,,,https://www.offenesdatenportal.de/organization/stadt-viersen,,051660032032,,Q3902,,,,,,2023-06-19
Viersen,district,Kreis Viersen,www.offenesdatenportal.de|kreis-viersen,,,,https://www.offenesdatenportal.de/organization/kreis-viersen,2017-01-01,05166,,Q6249,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=kreis-viersen,,,2023-06-19
Villingen-Schwenningen - Stadtplanungsamt,municipalityAgency,Stadt Villingen-Schwenningen - Stadtplanungsamt,geoportal.de|StadtVillingenSchwenningenStadtplanungsamt,,,,,,,083265004074,,,,,,,2023-07-24
Vogtei,collectiveMunicipality,Gemeinde Vogtei und der beauftragenden Gemeinden,geoportal.de|GemeindeVogteiundderbeauftragendenGemeinden,,,,,,160645053,,Q2514636,,,,,,2023-08-14
Vogtlandkreis,district,Landratsamt Vogtlandkreis,geoportal.de|LandratsamtVogtlandkreis,,,,,,14523,,Q6337,,,,,,2023-07-28
Vordereifel,collectiveMunicipality,Verbandsgemeinde Vordereifel,daten.rlp.de|verbandsgemeinde_vordereifel,,,,https://daten.rlp.de/organization/verbandsgemeinde_vordereifel,,071375003,,Q481543,,,,,,2023-05-14
Vorpommern-Greifswald,district,Landkreis Vorpommern-Greifswald,geoportal.de|LandkreisVorpommernGreifswald,,,,,,13075,,Q2917,,,,,,2023-07-26
Vorpommern-Rügen,district,Landkreis Vorpommern-Rügen,mcloud.de|LandkreisVorpommernRgen,,,,,,13073,,Q2909,,,,,,2023-07-28
Vreden,municipality,Stadt Vreden,geoportal.de|StadtVreden,,,,,,055540068068,,Q200528,,,,,,2023-06-19
Wachtendonk,municipality,Gemeinde Wachtendonk,www.offenesdatenportal.de|gemeinde-wachtendonk,geoportal.de|GemeindeWachtendonk,,,https://www.offenesdatenportal.de/organization/gemeinde-wachtendonk,,051540060060,,Q243139,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=gemeinde-wachtendonk,,,2023-06-19
Wallenhorst,municipality,Gemeinde Wallenhorst,geoportal.de|GemeindeWallenhorst,,,,,,034590033033,,Q628324,,,,,,2023-08-11
Waltershausen,municipality,Stadt Waltershausen,geoportal.de|StadtWaltershausen,,,,,,160670072072,,Q506743,,,,,,2023-08-13
Warendorf,district,Kreis Warendorf,geoportal.de|KreisWarendorf,,,,,,05570,,Q2839,,,,,,2023-07-28
Wartburgkreis,district,Landratsamt Wartburgkreis,geoportal.de|LandratsamtWartburgkreis,,,,,,16063,,Q7866,,,,,,2023-07-26
Wasungen-Amt Sand,collectiveMunicipality,Verwaltungsgemeinschaft Wasungen-Amt Sand,geoportal.de|VerwaltungsgemeinschaftWasungenAmtSand,,,,,,160665013,,Q879245,,,,,,2023-09-19
Wedel,municipality,Stadt Wedel,opendata.schleswig-holstein.de|wedel,mcloud.de|OpenDataSchleswigHolsteinStadtWedel,,,,,010560050050,,Q4356,,,,,,2023-05-09
Weeze,municipality,Gemeinde Weeze,geoportal.de|GemeindeWeeze,,,,,,051540064064,,Q243079,,,,,,2023-09-09
Weida,municipality,Stadt Weida,geoportal.de|StadtWeida,,,,,,160765053079,,Q519751,,,,,,2023-08-13
Weilerbach,municipality,Ortsgemeinde Weilerbach,daten.rlp.de|ortsgemeinde_weilerbach,,,,https://daten.rlp.de/organization/ortsgemeinde_weilerbach,,073355009049,,Q553992,,,,,,2023-06-19
Weimar,municipality,Stadt Weimar,geoportal.de|StadtWeimar,,,,,,160550000000,,Q3955,,,,,,2023-08-11
Weimarer Land,district,Landkreis Weimarer Land,geoportal.de|LandkreisWeimarerLand,,,,,,16071,,Q7879,,,,,,2023-07-28
Weißensee,municipality,Stadt Weißensee,geoportal.de|StadtWeiensee,,,,,,160680058058,,Q529798,,,,,,2023-08-13
Weißenthurm,collectiveMunicipality,Verbandsgemeinde Weißenthurm,daten.rlp.de|verbandsgemeinde_weissenthurm,,,,,,071375008,,Q519426,,,,,,2023-05-14
Wennigsen (Deister),municipality,Gemeinde Wennigsen (Deister),geoportal.de|GemeindeWennigsenDeister,,,,http://data.wennigsen.net/,,032410020020,,Q621469,,Website,,,,2023-06-19
Werne,municipality,Stadt Werne,opendata.ruhr|werne,geoportal.de|StadtWerne,,,https://www.o-sp.de/werne/opendata,,059780040040,,Q10936,,,,,,2023-06-19
Werther,municipality,Gemeinde Werther,geoportal.de|GemeindeWerther,,,,,,160620063063,,Q684864,,,,,,2023-09-09
Wesel,municipality,Stadt Wesel,opendata.ruhr|wesel,www.offenesdatenportal.de|stadt-wesel,mcloud.de|StadtWesel,,http://opendata.wesel.de/,,051700048048,,Q4011,KRZN,CKAN,https://www.offenesdatenportal.de/api/3/action/organization_activity_list?id=stadt-wesel,,,2023-07-13
Wesel,district,Kreis Wesel,opendata.ruhr|wesel-kreis,www.offenesdatenportal.de|kreis-wesel,mcloud.de|KreisWesel,,https://www.offenesdatenportal.de/organization/kreis-wesel,,05170,,Q6245,,,,,,2023-07-13
Wesseling,municipality,Wesseling,offenedaten.kdvz-frechen.de|wesseling,offenedaten.kdvz.nrw|wesseling,,,http://offenedaten.kdvz-frechen.de/group/wesseling,2016-11-08,053620040040,,Q14956,Stadt Köln,DKAN,,,,2023-08-27
Westerwald-Obereichsfeld,collectiveMunicipality,Verwaltungsgemeinschaft Westerwald-Obereichsfeld,geoportal.de|VerwaltungsgemeinschaftWesterwaldObereichsfeld,,,,,,160615013,,Q459021,,,,,,2023-09-19
Wetter (Ruhr),municipality,Stadt Wetter (Ruhr),geoportal.de|StadtWetterRuhr,opendata.ruhr|wetter,,,,,059540032032,,Q11343,,,,,,2023-08-16
Wetteraukreis,district,Wetteraukreis,geoportal.de|Wetteraukreis,,,,,,06440,,Q7910,,,,,,2023-07-28
Wildeshausen,municipality,Stadt Wildeshausen,geoportal.de|StadtWildeshausen,,,,,,034580014014,,Q501626,,,,,,2023-09-09
Wintrich,municipality,Ortsgemeinde Wintrich,daten.rlp.de|ortsgemeinde_wintrich,,,,,,072315001133,,Q373778,,,,,,2023-07-19
Wittlich,municipality,Stadtverwaltung Wittlich,daten.rlp.de|stadt_wittlich,,,,https://daten.rlp.de/organization/stadt_wittlich,,072310134134,,Q559514,,,,,,2023-07-13
Wittlich-Land,collectiveMunicipality,Verbandsgemeinde Wittlich-Land,daten.rlp.de|verbandsgemeinde_wittlich_land,,,,,,072315008,,Q17300305,,,,,,2023-07-19
Wolfsburg,municipality,Stadt Wolfsburg,geoportal.de|StadtWolfsburg,,,,,,031030000000,,Q3014,,,,,,2023-09-09
Worms,municipality,Stadt Worms,daten.rlp.de|stadt_worms,,,,,,073190000000,,Q3852,,,,,,2023-07-19
Wriezen,municipality,Stadt Wriezen,geoportal.de|StadtWriezen,,,,,,120640512512,,Q588598,,,,,,2023-08-13
Wuppertal,municipality,Stadt Wuppertal,open.nrw|wuppertal,geoportal.de|StadtWuppertal,mcloud.de|OpenNRWWuppertal,,http://www.offenedaten-wuppertal.de/,2016-09-05,051240000000,,Q2107,Stadt Köln,DKAN,https://www.offenedaten-wuppertal.de/api/3/action/package_list,https://www.offenedaten-wuppertal.de/api/3/action/group_list,https://www.offenedaten-wuppertal.de/catalog.xml,2023-07-13
Wurzbach,municipality,Stadt Wurzbach,geoportal.de|StadtWurzbach,,,,,,160750133133,,Q530139,,,,,,2023-08-13
